	Unnamed: 0	S1	S2	Label	jacc	jacc-lemm	jacc-lemm-sw	ngram2-sw	ngram3-sw	ngram4-sw	ngram2	ngram3	ngram4	info	glove-mean	jaro-winkler	edit-distance	lcs-lemm	depend	synset	overlap	all_comm	adj_comm	adv_comm	noun_comm	verb_comm	bow	lcs	bow-rfr
11	11	Some men are fighting	Two men are fighting	4.25	0.6	0.6	0.6666666666666667	0.5	0.33333333333333337	0.0	0.5	0.0	0.0	1.0	4.819400906562804	0.84	0.19047619047619047	0.7498125468632841	0.5	1.0	0.9997500624843788	0.0	0.0	0.0	0.0	0.0	4.66179163303287	1.0	3.50463
12	12	A man is smoking	A man is skating	0.5	0.6	0.6	0.33333333333333337	0.5	0.33333333333333337	0.0	0.0	0.0	0.0	0.6666666666666666	4.287845641374588	0.95	0.1875	0.7498125468632841	0.2	0.33333333333333337	0.4998750312421894	0.0	0.0	0.0	0.0	0.0	2.1130204848977203	0.7777777777777778	1.22106
13	13	The man is playing the piano	The man is playing the guitar	1.6	0.6666666666666667	0.6666666666666667	0.5	0.6666666666666667	0.6	0.5	0.33333333333333337	0.0	0.0	0.7670654536324557	4.875836670398712	0.95	0.1724137931034483	0.8331944675887352	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.0600009660512413	0.7857142857142857	1.6407999999999998
14	14	A man is playing on a guitar and singing	A woman is playing an acoustic guitar and singing	2.2	0.5454545454545454	0.5454545454545454	0.5	0.23076923076923075	0.07692307692307687	0.0	0.16666666666666666	0.0	0.0	0.8763702757326961	4.889433532953261	0.84	0.20408163265306126	0.33329630041106545	0.23076923076923075	0.5	0.6665926008221309	0.0	1.0	0.0	0.0	0.0	1.3006995207672523	1.0	2.59361511111111
15	15	A man is erasing a chalk board	The man is erasing the chalk board	5.0	0.7142857142857143	0.7142857142857143	1.0	0.33333333333333337	0.11111111111111116	0.0	1.0	1.0	1.0	1.0	4.8589757084846505	0.81	0.17647058823529413	0.428510212826739	0.5	1.0	0.9998750156230471	0.0	0.0	0.0	0.0	0.0	3.07513154402844	1.0	2.26633
16	16	A person is throwing a cat on to the ceiling	A person throws a cat on the ceiling	5.0	0.6	0.7777777777777778	1.0	0.33333333333333337	0.07692307692307687	0.0	0.2	0.0	0.0	0.8	4.863820672035216	0.9	0.20454545454545456	0.3999600039996001	0.33333333333333337	1.0	0.9998750156230471	0.1111111111111111	0.0	0.0	0.0	0.3333333333333333	2.861997100242991	1.0	2.8593800000000003
17	17	The man hit the other man with a stick	The man spanked the other man with a stick	4.2	0.75	0.75	0.5	0.6	0.4	0.33333333333333337	0.2	0.0	0.0	0.5446166554259848	4.791186600923538	0.9	0.16666666666666666	0.6665926008221309	0.4545454545454546	0.2	1.249843769528809	0.0	0.0	0.0	0.0	0.0	2.7600228800057462	0.8235294117647058	2.9383199999999987
18	18	A woman picks up and holds a baby kangaroo	A woman picks up and holds a baby kangaroo in her arms	4.6	0.7272727272727273	0.7272727272727273	0.8333333333333334	0.7272727272727273	0.7	0.6666666666666667	0.8	0.75	0.6666666666666667	1.0	4.905078858137131	0.96	0.2222222222222222	0.7499375052078994	0.7272727272727273	0.8333333333333334	0.909008271975275	0.14285714285714285	0.0	0.0	0.14285714285714285	0.0	3.598698524745065	1.0	3.3710039999999997
19	19	A man is playing a flute	A man is playing a bamboo flute	3.867	0.8333333333333334	0.8333333333333334	0.75	0.5714285714285714	0.5	0.4	0.25	0.0	0.0	1.0	4.843802899122238	0.95	0.2258064516129032	0.7141836880445649	0.8333333333333334	0.75	0.857020425653478	0.07692307692307693	0.0	0.0	0.2	0.0	3.316243550107556	1.0	2.8961924999999997
20	20	A person is folding a piece of paper	Someone is folding a piece of paper	4.667	0.75	0.75	0.6	0.625	0.5714285714285714	0.5	0.5	0.33333333333333337	0.0	0.6134965030389014	4.799631983041762	0.91	0.16666666666666666	0.7499062617172854	0.625	0.6	0.7499062617172854	0.06666666666666668	0.0	0.0	0.0	0.0	4.148079079182435	0.8695652173913043	3.60851769230769
21	21	A man is running on the road	A panda dog is running on the road	1.6669999999999998	0.6666666666666667	0.6666666666666667	0.4	0.4444444444444444	0.375	0.2857142857142857	0.25	0.0	0.0	0.7977730339475041	4.5833250880241385	0.85	0.2058823529411765	0.6249218847644045	0.4444444444444444	0.4	0.571346950435652	0.06666666666666668	0.0	0.0	0.2	0.0	2.9723608445252245	0.9166666666666666	2.628030000000001
22	22	A dog is trying to get bacon off his back	A dog is trying to eat the bacon on its back	3.75	0.5	0.5	0.6666666666666667	0.2666666666666667	0.2142857142857143	0.15384615384615385	0.33333333333333337	0.0	0.0	0.8	4.900837093591691	0.92	0.2272727272727273	0.4545041359876375	0.1875	0.5	0.7999200079992002	0.047619047619047616	0.0	1.0	0.2	0.14285714285714285	2.4708742987441688	0.9545454545454546	2.7456500000000013
23	23	A woman is carrying a boy	A woman is carrying her baby	2.333	0.5714285714285714	0.5714285714285714	0.5	0.4285714285714286	0.33333333333333337	0.2	0.33333333333333337	0.0	0.0	0.824123024316368	4.8529183864593515	0.96	0.17857142857142858	0.6665555740709881	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	3.233337175941068	0.9333333333333332	2.8548600000000004
24	24	A girl is styling her hair	A girl is brushing her hair	2.5	0.7142857142857143	0.7142857142857143	0.5	0.4285714285714286	0.1428571428571429	0.0	0.0	0.0	0.0	0.75	4.662071168422699	0.9	0.1851851851851852	0.4999166805532411	0.25	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.811307010447834	0.7333333333333333	2.5934900000000005
25	25	The polar bear is sliding on the snow	A polar bear is sliding across the snow	5.0	0.6666666666666667	0.6666666666666667	0.5	0.4	0.2	0.11111111111111116	0.4	0.25	0.0	1.0	4.845428168773651	0.89	0.20512820512820512	0.4999375078115236	0.5555555555555556	1.0	0.9998750156230471	0.0	0.0	0.0	0.0	0.0	3.2655302448742742	1.0	3.1457000000000006
26	26	A woman is writing	A woman is swimming	0.5	0.6	0.6	0.33333333333333337	0.5	0.33333333333333337	0.0	0.0	0.0	0.0	0.6666666666666666	4.5111869275569925	0.95	0.21052631578947367	0.7498125468632841	0.2	0.33333333333333337	0.4998750312421894	0.0	0.0	0.0	0.0	0.0	2.850721132344791	0.8	1.4692799999999997
27	27	Three men are playing guitars	Three men are on stage playing guitars	3.75	0.7142857142857143	0.5	0.8	0.4285714285714286	0.1428571428571429	0.0	0.4	0.0	0.0	0.5591981283627564	4.899073541164398	0.9	0.2368421052631579	0.428510212826739	0.25	0.16666666666666666	0.571346950435652	0.16666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333	3.503776398202859	1.0	3.370223333333332
28	28	A cat is rubbing against babys face	A cat is rubbing against a baby	3.8	0.625	0.625	0.4	0.5	0.4285714285714286	0.33333333333333337	0.25	0.0	0.0	0.7745596653601559	4.5323745906353	0.96	0.2	0.7141836880445649	0.33333333333333337	0.5	0.571346950435652	0.0	1.0	0.0	0.0	0.0	4.12877776756817	1.0	3.363308000000002
29	29	The man is riding a horse	A man is riding on a horse	5.0	0.7142857142857143	0.7142857142857143	1.0	0.375	0.125	0.0	1.0	1.0	0.0	1.0	4.878793507814407	0.86	0.2307692307692308	0.428510212826739	0.375	1.0	0.9998333611064822	0.07692307692307693	0.0	0.0	0.0	0.0	3.1045268036064986	1.0	2.8829433333333334
30	30	A man pours oil into a pot	A man pours wine in a pot	3.2	0.5	0.5	0.6	0.33333333333333337	0.11111111111111116	0.0	0.2	0.0	0.0	0.7744882500920546	4.680012315511704	0.92	0.19230769230769232	0.428510212826739	0.5	0.6	0.7499062617172854	0.0	0.0	0.0	0.2	0.3333333333333333	3.7423841481956814	0.875	3.1184499999999993
31	31	A man is playing a guitar	A girl is playing a guitar	2.8	0.6666666666666667	0.6666666666666667	0.2	0.4285714285714286	0.33333333333333337	0.2	0.33333333333333337	0.0	0.0	0.8236027628776469	4.868291318416596	0.88	0.15384615384615385	0.6665555740709881	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	3.9022271227920413	0.8	2.9476649999999993
32	32	A panda is sliding down a slide	A panda slides down a slide	4.6	0.5714285714285714	0.8	1.0	0.375	0.125	0.0	0.0	0.0	0.0	0.75	4.8232078552246085	0.91	0.1935483870967742	0.571346950435652	0.2222222222222222	1.0	1.6663889351774703	0.07692307692307693	0.0	0.0	0.0	0.3333333333333333	4.872199625845357	1.0	3.7557500000000026
33	33	A group of men play soccer on the beach	A group of boys are playing soccer on the beach	3.6	0.5833333333333333	0.7272727272727273	0.6666666666666667	0.4166666666666666	0.25	0.08333333333333337	0.1428571428571429	0.0	0.0	0.6620579395209523	4.877646565437316	0.9	0.23404255319148934	0.4999500049995001	0.2142857142857143	0.4285714285714286	0.7999200079992002	0.05263157894736842	0.0	0.0	0.0	0.3333333333333333	2.7203396899766257	0.8888888888888888	2.7766599999999992
34	34	A woman is eating something	A woman is eating meat	3.0	0.6666666666666667	0.6666666666666667	0.5	0.6	0.5	0.33333333333333337	0.33333333333333337	0.0	0.0	0.6666666666666666	4.746555387973785	0.95	0.25925925925925924	0.7998400319936012	0.6	0.6666666666666667	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.744851875769012	0.9285714285714286	2.1364199999999993
35	35	A woman peels a potato	A woman is peeling a potato	5.0	0.5	0.8	1.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	1.0	4.822180122137071	0.93	0.2222222222222222	0.4999166805532411	0.2857142857142857	1.0	0.9998333611064822	0.09090909090909093	0.0	0.0	0.0	0.3333333333333333	3.9090004835919614	1.0	4.278767692307692
36	36	A woman peels a potato	A woman is peeling a potato	5.0	0.5	0.8	1.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	1.0	4.822180122137071	0.93	0.2222222222222222	0.4999166805532411	0.2857142857142857	1.0	0.9998333611064822	0.09090909090909093	0.0	0.0	0.0	0.3333333333333333	3.9090004835919614	1.0	4.278767692307692
37	37	People are playing cricket	Men are playing cricket	3.2	0.6	0.6	0.5	0.5	0.33333333333333337	0.0	0.33333333333333337	0.0	0.0	0.8527253603010522	4.768821746110916	0.84	0.19230769230769232	0.7498125468632841	0.5	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.228349055568092	0.875	3.000599999999998
38	38	The boy fell off his bike	A boy falls off his bike	4.8	0.5	0.5	0.5	0.25	0.1428571428571429	0.0	0.0	0.0	0.0	1.0	4.622737318277358	0.86	0.2	0.4999166805532411	0.11111111111111116	1.0	0.6665555740709881	0.0	0.0	1.0	0.0	0.0	4.682432440240951	0.9230769230769232	3.6805700000000017
39	39	A man is playing a guitar	A man is playing a flute	1.5830000000000002	0.6666666666666667	0.6666666666666667	0.5	0.6666666666666667	0.6	0.5	0.33333333333333337	0.0	0.0	0.7928850583587852	4.81410562992096	0.94	0.2	0.8331944675887352	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.183886773175877	0.7857142857142857	2.5644000000000005
40	40	The woman is playing the flute	A woman is playing a flute	5.0	0.6666666666666667	0.6666666666666667	1.0	0.25	0.1428571428571429	0.0	1.0	1.0	0.0	1.0	4.86205205321312	0.78	0.2	0.4999166805532411	0.4285714285714286	1.0	0.9998333611064822	0.0	0.0	0.0	0.0	0.0	3.777264522889668	1.0	2.997411666666667
41	41	The cougar is chasing the bear	A cougar is chasing a bear	5.0	0.6666666666666667	0.6666666666666667	1.0	0.25	0.1428571428571429	0.0	1.0	1.0	0.0	1.0	4.806967824697495	0.88	0.2	0.4999166805532411	0.4285714285714286	1.0	0.9998333611064822	0.0	0.0	0.0	0.0	0.0	3.792501359840591	1.0	3.2350033333333323
42	42	A rabbit is running from an eagle	A hare is running from a eagle	4.2	0.625	0.625	0.5	0.2	0.11111111111111116	0.0	0.33333333333333337	0.0	0.0	0.8198600952297691	4.717281907796861	0.89	0.18181818181818185	0.428510212826739	0.33333333333333337	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	3.8336989396922494	0.7857142857142857	3.0581549999999997
43	43	The man cut down a tree with an axe	A man chops down a tree with an axe	5.0	0.7	0.7	0.6	0.4545454545454546	0.4	0.33333333333333337	0.2	0.0	0.0	0.75	4.656425118446349	0.87	0.2	0.6665926008221309	0.23076923076923075	0.6	0.7499062617172854	0.0	0.0	0.0	0.0	0.0	4.670985868353169	0.875	3.8773333333333335
44	44	The woman is frying a breaded pork chop	A woman is cooking a breaded pork chop	4.2	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.4	0.2	0.11111111111111116	0.33333333333333337	0.2	0.0	0.8333333333333334	4.7973328828811646	0.75	0.1794871794871795	0.4999375078115236	0.16666666666666666	0.6666666666666667	0.7999200079992002	0.0	0.0	0.0	0.0	0.0	4.524064360120216	0.88	3.2005739999999996
45	45	One woman is measuring another womans ankle	A woman measures another womans ankle	5.0	0.4444444444444444	0.5714285714285714	0.8	0.2222222222222222	0.125	0.0	0.2857142857142857	0.16666666666666666	0.0	0.75	4.719500541687012	0.8	0.20930232558139536	0.571346950435652	0.09999999999999998	1.0	1.4998125234345707	0.07692307692307693	0.0	0.0	0.0	0.2	3.8857412141059546	1.0	3.3913300000000004
46	46	A girl is flying a kite	A girl running is flying a kite	4.0	0.8333333333333334	0.8333333333333334	0.75	0.5714285714285714	0.2857142857142857	0.16666666666666666	0.25	0.0	0.0	1.0	4.894389063119887	0.9	0.25806451612903225	0.571346950435652	0.375	0.75	0.857020425653478	0.07692307692307693	0.0	0.0	0.0	0.2	3.708526428684552	1.0	2.8828300000000002
47	47	A man is riding a mechanical bull	A man rode a mechanical bull	4.0	0.5714285714285714	0.5714285714285714	0.6	0.375	0.125	0.0	0.2	0.0	0.0	0.5	4.918400347232819	0.89	0.21212121212121213	0.428510212826739	0.375	0.6	0.7499062617172854	0.07692307692307693	0.0	0.0	0.0	0.3333333333333333	4.164644988950445	1.0	3.2839749999999994
48	48	The man is playing the guitar	A man is playing a guitar	4.909	0.6666666666666667	0.6666666666666667	1.0	0.25	0.1428571428571429	0.0	1.0	1.0	0.0	1.0	4.877998232841493	0.82	0.20689655172413796	0.4999166805532411	0.4285714285714286	1.0	0.9998333611064822	0.0	0.0	0.0	0.0	0.0	4.773175518916108	1.0	3.7094916666666653
49	49	The man is playing the guitar	A man is playing a guitar	4.909	0.6666666666666667	0.6666666666666667	1.0	0.25	0.1428571428571429	0.0	1.0	1.0	0.0	1.0	4.877998232841493	0.82	0.20689655172413796	0.4999166805532411	0.4285714285714286	1.0	0.9998333611064822	0.0	0.0	0.0	0.0	0.0	4.773175518916108	1.0	3.7094916666666653
50	50	A woman is dancing and singing with other women	A woman is dancing and singing in the rain	3.0	0.5	0.5454545454545454	0.75	0.4545454545454546	0.4	0.33333333333333337	0.5	0.33333333333333337	0.0	1.0	4.760364592075348	0.94	0.1914893617021277	0.6665926008221309	0.06666666666666665	0.75	0.9998750156230471	0.0	1.0	0.0	0.0	0.0	3.2995874799218616	0.9047619047619048	2.6451400000000005
51	51	A man is finding something	A woman is slicing something	0.8	0.4285714285714286	0.4285714285714286	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.46061712622116	4.652145504951476	0.88	0.21428571428571427	0.1999600079984003	0.0	0.0	0.33327778703549404	0.0	0.0	0.0	0.0	0.0	2.576035798112277	0.8333333333333334	1.8514400000000004
52	52	A man is slicing a bun	A man is slicing an onion	2.4	0.5714285714285714	0.5714285714285714	0.5	0.4285714285714286	0.33333333333333337	0.2	0.33333333333333337	0.0	0.0	0.7736476372256028	4.5746126770973214	0.93	0.2	0.6665555740709881	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	3.035815831183077	0.8461538461538461	2.614
53	53	A man is pouring oil into a pan	A man is pouring oil into a skillet	4.2	0.75	0.75	0.6	0.75	0.7142857142857143	0.6666666666666667	0.5	0.33333333333333337	0.0	0.8131727823715738	4.732815623283387	0.94	0.2	0.8748906386701663	0.4	0.6	0.7499062617172854	0.0	0.0	0.0	0.0	0.0	2.3866033084087688	0.8125	2.483823333333334
54	54	A lion is playing with people	A lion is playing with two men	3.4	0.625	0.625	0.16666666666666666	0.5714285714285714	0.5	0.4	0.25	0.0	0.0	0.8527253603010522	4.738376587629318	0.93	0.16666666666666666	0.7141836880445649	0.375	0.5	0.6665555740709881	0.07692307692307693	0.0	0.0	0.0	0.0	2.042092514598124	0.8461538461538461	2.7346600000000008
55	55	A dog rides a skateboard	A dog is riding a skateboard	5.0	0.5	0.8	0.5	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	1.0	4.825149774551392	0.93	0.21428571428571427	0.4999166805532411	0.2857142857142857	1.0	0.9998333611064822	0.09090909090909093	0.0	0.0	0.0	0.3333333333333333	6.196636862565017	1.0	4.042603333333333
56	56	Someone is carving a statue	A man is carving a statue	3.75	0.6666666666666667	0.6666666666666667	0.5	0.5	0.4	0.25	0.33333333333333337	0.0	0.0	0.6254710746581601	4.615934640169144	0.76	0.1851851851851852	0.6665555740709881	0.5	0.5	0.6665555740709881	0.09090909090909093	0.0	0.0	0.0	0.0	2.7401528091652425	0.9375	2.9573540000000005
57	57	A woman is slicing an onion	A man is cutting an onion	2.75	0.5	0.5	0.2	0.11111111111111116	0.0	0.0	0.0	0.0	0.0	0.59546284466587	4.709869921207428	0.86	0.2222222222222222	0.33327778703549404	0.11111111111111116	0.2	0.33327778703549404	0.0	0.0	0.0	0.0	0.0	3.244716511498712	0.8461538461538461	3.202250000000002
58	58	A woman peels shrimp	A woman is peeling shrimp	5.0	0.5	0.8	1.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	1.0	4.8188479244709015	0.91	0.24	0.3999200159968006	0.16666666666666666	1.0	0.9998333611064822	0.1111111111111111	0.0	0.0	0.0	0.3333333333333333	4.837506648370391	1.0	3.5873750000000006
59	59	A woman is frying fish	A woman is cooking fish	4.0	0.6666666666666667	0.6666666666666667	0.5	0.33333333333333337	0.2	0.0	0.0	0.0	0.0	0.6666666666666666	4.804293513298036	0.92	0.17391304347826084	0.5998800239952009	0.6	0.33333333333333337	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	3.567712301784735	0.7857142857142857	2.623842857142858
60	60	The girl sang into a microphone	The lady sang into the microphone	2.4	0.5714285714285714	0.375	0.5	0.11111111111111116	0.0	0.0	0.33333333333333337	0.0	0.0	0.6283205322485511	4.741743654012679	0.89	0.21212121212121213	0.16663889351774702	0.25	0.2	0.33327778703549404	0.0	0.0	0.0	0.2	1.0	2.31329851435206	0.8	1.8476700000000008
61	61	A woman is playing an electric guitar	A woman is playing a guitar	3.6	0.7142857142857143	0.7142857142857143	0.75	0.375	0.2857142857142857	0.16666666666666666	0.25	0.0	0.0	1.0	4.864358752965926	0.93	0.2702702702702703	0.571346950435652	0.5714285714285714	0.75	0.857020425653478	0.07692307692307693	1.0	0.0	0.0	0.0	3.449463960852725	1.0	3.066570000000001
62	62	A baby tiger is playing with a ball	A baby is playing with a doll	1.6	0.625	0.625	0.4	0.4444444444444444	0.2222222222222222	0.125	0.0	0.0	0.0	0.6629913651449988	4.606453478336334	0.87	0.22857142857142854	0.4999375078115236	0.08333333333333337	0.4	0.571346950435652	0.06666666666666668	0.0	0.0	0.2	0.0	3.7235851132543782	0.8571428571428571	2.343499999999999
63	63	A man is cutting up a cucumber	A man is slicing a cucumber	4.2	0.5714285714285714	0.5714285714285714	0.5	0.375	0.125	0.0	0.0	0.0	0.0	0.75	4.8137012124061584	0.9	0.2333333333333333	0.428510212826739	0.2222222222222222	0.5	0.6665555740709881	0.07692307692307693	0.0	1.0	0.0	0.0	4.214122405210938	0.875	3.54351
64	64	A person is slicing a tomato	A person is slicing some meat	1.75	0.5714285714285714	0.5714285714285714	0.5	0.4285714285714286	0.33333333333333337	0.2	0.33333333333333337	0.0	0.0	0.7706647353310331	4.6909449994564065	0.93	0.2413793103448276	0.6665555740709881	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.4489654773702134	0.9411764705882352	1.9503300000000001
65	65	A person cuts an onion	A person is cutting an onion	5.0	0.5714285714285714	0.8333333333333334	1.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	1.0	4.895209074020387	0.91	0.25	0.4999166805532411	0.2857142857142857	1.0	0.9998333611064822	0.09090909090909093	0.0	0.0	0.0	0.3333333333333333	4.886706525837844	1.0	3.6150233333333337
66	66	A man is playing a harp	A man is playing a keyboard	1.5	0.6666666666666667	0.6666666666666667	0.5	0.6666666666666667	0.6	0.5	0.33333333333333337	0.0	0.0	0.8239970133601274	4.6952058374881736	0.94	0.2222222222222222	0.8331944675887352	0.4285714285714286	0.5	0.6665555740709881	0.0	0.0	0.0	0.0	0.0	2.3838531297413894	0.8461538461538461	1.80186
67	67	A man is climbing a rope	A man climbs a rope	5.0	0.5	0.8	1.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.75	4.842971861362457	0.92	0.25	0.4999166805532411	0.2857142857142857	1.0	0.9998333611064822	0.09090909090909093	0.0	0.0	0.0	0.3333333333333333	3.3160564974060502	1.0	2.9060299999999994
68	68	A man is playing the piano	A woman is playing the violin	1.0	0.5	0.5	0.2	0.25	0.1428571428571429	0.0	0.0	0.0	0.0	0.610857680664535	4.827119559049606	0.92	0.2413793103448276	0.4999166805532411	0.11111111111111116	0.2	0.33327778703549404	0.0	0.0	0.0	0.0	0.0	1.8316155303077704	0.7857142857142857	1.5540000000000007
69	69	A woman is playing the flute	A man is playing the guitar	1.0	0.5	0.5	0.2	0.25	0.1428571428571429	0.0	0.0	0.0	0.0	0.6101467686540106	4.686006158590316	0.91	0.25	0.4999166805532411	0.11111111111111116	0.2	0.33327778703549404	0.0	0.0	0.0	0.0	0.0	2.1427493207824964	0.7333333333333333	2.399880000000001
70	70	A man is cutting up a potato	A man is cutting up carrots	2.375	0.7142857142857143	0.7142857142857143	0.5	0.5714285714285714	0.5	0.4	0.33333333333333337	0.0	0.0	0.8112307401148878	4.7242435812950125	0.93	0.21428571428571427	0.7141836880445649	0.5714285714285714	0.5	0.6665555740709881	0.07692307692307693	0.0	0.0	0.0	0.0	2.0741880652860516	0.7142857142857143	2.2657100000000003
71	71	A kid is playing guitar	A boy is playing a guitar	3.8	0.6666666666666667	0.6666666666666667	0.5	0.125	0.0	0.0	0.33333333333333337	0.0	0.0	0.8162620223727199	4.900389760732652	0.86	0.2	0.33327778703549404	0.2857142857142857	0.5	0.6665555740709881	0.09090909090909093	0.0	0.0	0.0	0.0	2.6461929342119324	0.8	2.9557300000000004
72	72	A boy is playing guitar	A man is playing a guitar	3.2	0.6666666666666667	0.6666666666666667	0.2	0.125	0.0	0.0	0.33333333333333337	0.0	0.0	0.8275724244011903	4.8933249711990365	0.81	0.2	0.33327778703549404	0.2857142857142857	0.5	0.6665555740709881	0.09090909090909093	0.0	0.0	0.0	0.0	2.9465308462101003	0.8	3.0256466666666664
73	73	A man is playing guitar	A boy is playing a guitar	3.2	0.6666666666666667	0.6666666666666667	0.2	0.125	0.0	0.0	0.33333333333333337	0.0	0.0	0.8275724244011903	4.8933249711990365	0.86	0.2	0.33327778703549404	0.2857142857142857	0.5	0.6665555740709881	0.09090909090909093	0.0	0.0	0.0	0.0	2.9465308462101003	0.8	3.0256466666666664
